StartDate,EndDate,Progress,Duration (in seconds),Finished,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Text / Graphic,Q1,Q2,Q3,Q4,Q5,Q6_15,Q6_16,Q6_17,Q6_18,Q6_19,Q7_0_GROUP,Q7_1_GROUP,Q7_2_GROUP,Q7_0_1_RANK,Q7_0_2_RANK,Q7_0_3_RANK,Q7_0_4_RANK,Q7_0_5_RANK,Q7_0_6_RANK,Q7_0_7_RANK,Q7_0_8_RANK,Q7_0_9_RANK,Q7_0_10_RANK,Q7_0_11_RANK,Q7_0_12_RANK,Q7_0_13_RANK,Q7_0_14_RANK,Q7_1_1_RANK,Q7_1_2_RANK,Q7_1_3_RANK,Q7_1_4_RANK,Q7_1_5_RANK,Q7_1_6_RANK,Q7_1_7_RANK,Q7_1_8_RANK,Q7_1_9_RANK,Q7_1_10_RANK,Q7_1_11_RANK,Q7_1_12_RANK,Q7_1_13_RANK,Q7_1_14_RANK,Q7_2_1_RANK,Q7_2_2_RANK,Q7_2_3_RANK,Q7_2_4_RANK,Q7_2_5_RANK,Q7_2_6_RANK,Q7_2_7_RANK,Q7_2_8_RANK,Q7_2_9_RANK,Q7_2_10_RANK,Q7_2_11_RANK,Q7_2_12_RANK,Q7_2_13_RANK,Q7_2_14_RANK,Q8,Q9,Q10,Q11,Q12,Q12_1_TEXT,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q17,Q18,Q18_24_TEXT,Q19,Q20
1/4/2023 23:10,1/4/2023 23:11,5,61,FALSE,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2023 13:04,1/6/2023 13:05,5,46,FALSE,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2023 19:24,1/23/2023 19:42,100,1098,TRUE,,34.0803,-117.735,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.,Yes, on the basis of national origin.","No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,53,57,,49,52,Delta Air Lines,Southwest Airlines,Breeze Airways,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,Yes,No,No,No,No,,Yes,35-44 years old,Female,,Yes,Black of African American,Christianity,,I do not suffer from any chronic illness.,
1/24/2023 19:06,1/24/2023 19:20,100,829,TRUE,,39.037,-77.0412,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of national origin.","No, I have not filed a complaint.",No,Your Name,20,20,10,50,50,,,"Hawaiian Airlines,Eastern Airlines,Breeze Airways,Avelo Airlines,Allegiant Air,Alaska Airlines,Southwest Airlines,United Airlines,Sun Country Airlines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,4,3,,2,,1,,7,,9,8,No,No,No,Yes,Yes,"Got US nationality to finally be able to not be discriminated, but that didn't help one bit ",Yes,35-44 years old,Male,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,"""Ssss"" marked on my boarding pass; huge cross on my re-entry slip; NSeers program secondary screening/interrogation; secondary questioning even with a US passport and child traveling with me. Bad travel experiences start even before the travel. The kind of case your expected to make and defend at the visa interview makes you feel like a criminal,, or at least they make you feel like your guilty of some foulplay untill you prove yourself innocent "
1/24/2023 21:25,1/24/2023 21:35,100,581,TRUE,,40.66,-73.839,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,Your Name,50,50,50,50,50,"JetBlue,Delta Air Lines,United Airlines,American Airlines",Spirit Airlines,"Southwest Airlines,Hawaiian Airlines,Frontier Airlines,Eastern Airlines,Avelo Airlines,Breeze Airways,Alaska Airlines,Allegiant Air,Sun Country Airlines",,,4,,,2,,,,1,,,,3,,,,,,,,,,,,1,,,7,8,,5,6,,4,3,2,,1,,9,,No,No,No,No,No,,Yes,25-34 years old,Female,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
1/24/2023 21:46,1/24/2023 21:51,100,328,TRUE,,31.5826,74.3276,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of national origin.","No, I have not filed a complaint.",No,Your Name,47,51,12,16,23,"Hawaiian Airlines,Avelo Airlines","Southwest Airlines,Frontier Airlines,Spirit Airlines","Sun Country Airlines,JetBlue",,,,2,,,,,1,,,,,,,,,,,,,2,,,1,3,,,,,,,,,,,,2,,,1,,No,No,No,No,No,,Yes,25-34 years old,Male,,No,Asian,Islam,,I do not suffer from any chronic illness.,
1/25/2023 10:53,1/25/2023 10:56,100,165,TRUE,,40.6805,-73.8442,anonymous,EN,Yes,<3 times per year,No,"Yes, I filed a complaint with a federal agency.",No,Your Name,50,50,50,50,50,"Spirit Airlines,American Airlines,Delta Air Lines,JetBlue","Frontier Airlines,Southwest Airlines","Alaska Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Eastern Airlines,Hawaiian Airlines,Sun Country Airlines,United Airlines",,,2,,,3,,,,4,,1,,,,,,,,,,1,,,2,,,,1,2,,3,4,,5,,6,,,,7,8,No,No,No,No,Yes,Travel with family,Yes,18-24 years old,Female,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
1/24/2023 21:25,1/24/2023 21:27,33,125,FALSE,,,,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.","No, I have not filed a complaint.",No,"Your Name,Muslim Headscarf / Hijab",30,51,10,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2023 18:40,2/1/2023 19:07,100,1606,TRUE,,40.7484,-73.862,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.","No, I have not filed a complaint.",No,"Your Name,Long beard",50,50,50,50,50,"JetBlue,Delta Air Lines,American Airlines,United Airlines,Spirit Airlines,Southwest Airlines",,"Alaska Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Eastern Airlines,Frontier Airlines,Hawaiian Airlines,Sun Country Airlines",,,3,,,2,,,,1,6,5,,4,,,,,,,,,,,,,,,1,2,,3,4,,5,6,7,,,,8,,No,No,No,No,No,,Yes,65+ years old,Male,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
1/26/2023 15:10,1/26/2023 15:13,38,150,FALSE,,,,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of national origin.,Yes, on the basis of religion.","No, I have not filed a complaint.",No,"Your Name,Muslim Headscarf / Hijab",50,50,40,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2023 15:10,1/26/2023 15:17,10,442,FALSE,,,,anonymous,EN,Yes,I do not travel by commercial airline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2023 21:06,1/26/2023 21:11,5,281,FALSE,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2023 12:24,2/3/2023 12:26,100,129,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Delta Air Lines,American Airlines,United Airlines,Avelo Airlines,Breeze Airways","JetBlue,Southwest Airlines","Alaska Airlines,Allegiant Air,Eastern Airlines,Frontier Airlines,Hawaiian Airlines,Spirit Airlines,Sun Country Airlines",,,2,4,5,1,,,,,,,,3,,,,,,,,,,1,2,,,,1,2,,,,,3,4,5,,,6,7,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,Asian,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 12:24,2/3/2023 12:29,100,265,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,51,48,82,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 12:27,2/3/2023 12:30,100,198,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,Monthly,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,61,71,60,80,70,"Delta Air Lines,Alaska Airlines,American Airlines,United Airlines","JetBlue,Southwest Airlines,Eastern Airlines","Spirit Airlines,Avelo Airlines,Frontier Airlines,Allegiant Air,Breeze Airways,Sun Country Airlines,Hawaiian Airlines",2,,3,,,1,,,,,,,,4,,,,,,,3,,,1,2,,,,,4,,2,5,,,3,7,,,1,6,,No,No,No,No,No,,Yes,18-24 years old,Female,,No,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 12:25,2/3/2023 12:30,100,291,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,80,67,67,67,71,"American Airlines,Delta Air Lines",United Airlines,"Hawaiian Airlines,Breeze Airways,Spirit Airlines,Frontier Airlines,Sun Country Airlines,Allegiant Air,Avelo Airlines,JetBlue,Southwest Airlines,Alaska Airlines,Eastern Airlines",,,1,,,2,,,,,,,,,,,,,,,,,,,,,,1,10,6,,7,2,,11,4,1,8,9,3,5,,No,No,No,No,No,,No,18-24 years old,Male,,No,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 12:24,2/3/2023 12:31,100,367,TRUE,,40.7033,-74.0039,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.,Yes, on the basis of national origin.","No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,16,25,71,41,69,"Avelo Airlines,Spirit Airlines,Southwest Airlines,JetBlue","American Airlines,Delta Air Lines,United Airlines","Alaska Airlines,Allegiant Air,Hawaiian Airlines,Sun Country Airlines,Breeze Airways,Frontier Airlines,Eastern Airlines",,,,1,,,,,,4,3,2,,,,,1,,,2,,,,,,,,3,1,2,,,5,,7,6,3,,,,4,,I prefer not to answer this question.,No,No,Yes,No,,Yes,18-24 years old,Male,,No,Asian,Christianity,,I prefer not to answer this question.,"Airline agent was very rude to cleaning lady who black, and almost didn’t let us board the plane because of covid rules for travel to Korea (made no sense because we had all the documents to travel, plus the other agents were trying to persuade her that we had all documents necessary to travel. She was just very mean and rude trying to make sure we wouldn’t get on the plane)"
2/3/2023 12:27,2/3/2023 12:31,100,270,TRUE,,41.4568,-72.8245,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,82,82,50,50,50,"JetBlue,Hawaiian Airlines,American Airlines,Alaska Airlines","Southwest Airlines,Delta Air Lines,United Airlines","Allegiant Air,Eastern Airlines,Avelo Airlines,Breeze Airways,Frontier Airlines,Sun Country Airlines,Spirit Airlines",4,,3,,,,,,2,1,,,,,,,,,,2,,,,,1,,,3,,1,,3,4,,2,5,,,,7,6,,No,No,No,No,No,,No,25-34 years old,Female,,Yes,Multiracial,Christianity,,I do not suffer from any chronic illness.,I’m white looking and “pretty” so definitely get preferential treatment (but I am also very nice and funny so I think that is part of it)
2/3/2023 12:28,2/3/2023 12:32,100,255,TRUE,,41.5317,-72.7949,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,74,87,82,55,56,"American Airlines,United Airlines,Delta Air Lines","Spirit Airlines,JetBlue,Southwest Airlines,Frontier Airlines","Sun Country Airlines,Hawaiian Airlines,Eastern Airlines,Breeze Airways,Avelo Airlines,Allegiant Air,Alaska Airlines",,,1,,,3,,,,,,,,2,,,,,,,,4,,2,3,1,,,7,6,,5,4,,3,,2,,,,1,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,White,Christianity,,Depression,
2/3/2023 12:27,2/3/2023 12:33,100,370,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,66,51,50,51,51,JetBlue,"United Airlines,Delta Air Lines","Southwest Airlines,American Airlines,Alaska Airlines,Allegiant Air,Breeze Airways,Avelo Airlines,Eastern Airlines,Frontier Airlines,Hawaiian Airlines,Spirit Airlines,Sun Country Airlines",,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,3,4,2,6,5,,7,8,9,,1,10,11,,No,No,No,Yes,No,,Yes,18-24 years old,Female,,Yes,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 12:33,2/3/2023 12:35,100,153,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Delta Air Lines,United Airlines","Spirit Airlines,JetBlue,Southwest Airlines","Alaska Airlines,American Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Eastern Airlines,Frontier Airlines,Hawaiian Airlines,Sun Country Airlines",,,,,,1,,,,,,,,2,,,,,,,,,,2,3,1,,,1,3,2,4,5,,6,7,8,,,,9,,No,No,No,No,No,,Yes,18-24 years old,Female,,Yes,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 12:31,2/3/2023 12:35,100,236,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,60,61,92,55,50,"United Airlines,American Airlines,JetBlue,Delta Air Lines",,"Alaska Airlines,Southwest Airlines,Hawaiian Airlines,Frontier Airlines,Allegiant Air,Breeze Airways,Spirit Airlines,Avelo Airlines,Sun Country Airlines,Eastern Airlines",,,2,,,4,,,,3,,,,1,,,,,,,,,,,,,,,1,5,,8,6,,10,4,3,,2,7,9,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,White,"Judaism,Atheism/Agnosticism",,I do not suffer from any chronic illness.,
2/3/2023 12:34,2/3/2023 12:37,100,175,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,30,50,50,"JetBlue,Spirit Airlines",,"American Airlines,Avelo Airlines,Hawaiian Airlines,Breeze Airways,Sun Country Airlines,United Airlines,Delta Air Lines,Southwest Airlines,Alaska Airlines,Eastern Airlines,Frontier Airlines,Allegiant Air",,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,9,12,1,2,4,7,10,11,3,,8,,5,6,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Christianity,,I prefer not to answer this question.,
2/3/2023 12:35,2/3/2023 12:38,100,149,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,61,76,36,60,59,"JetBlue,Frontier Airlines,United Airlines,American Airlines","Delta Air Lines,Spirit Airlines","Alaska Airlines,Allegiant Air,Eastern Airlines,Avelo Airlines,Breeze Airways,Hawaiian Airlines,Southwest Airlines,Sun Country Airlines",,,4,,,,,2,,1,,,,3,,,,,,1,,,,,,2,,,1,2,,4,5,,3,,6,,7,,8,,No,No,No,No,No,,Yes,18-24 years old,Female,,No,Asian,Buddhism,,I do not suffer from any chronic illness.,
2/3/2023 12:35,2/3/2023 12:38,100,221,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,Your Name,53,60,81,70,56,"United Airlines,American Airlines,Alaska Airlines,Avelo Airlines,Frontier Airlines,Spirit Airlines,Hawaiian Airlines",Southwest Airlines,"JetBlue,Sun Country Airlines,Delta Air Lines,Eastern Airlines,Breeze Airways,Allegiant Air",3,,2,4,,,,5,7,,,6,,1,,,,,,,,,,,1,,,,,6,,,5,3,4,,,1,,,2,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Judaism,,I do not suffer from any chronic illness.,
2/3/2023 12:38,2/3/2023 12:41,100,177,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,90,50,50,"American Airlines,Southwest Airlines",,"Alaska Airlines,Avelo Airlines,JetBlue,Allegiant Air,Delta Air Lines,Eastern Airlines,Breeze Airways,Frontier Airlines,Hawaiian Airlines,United Airlines,Spirit Airlines,Sun Country Airlines",,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,1,4,,2,7,5,6,8,9,3,,11,12,10,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 12:43,2/3/2023 12:47,100,220,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,"Your Name,I do not visibly represent any religious symbols.",60,60,70,70,50,"American Airlines,United Airlines,JetBlue,Avelo Airlines,Southwest Airlines,Delta Air Lines",Spirit Airlines,"Alaska Airlines,Frontier Airlines,Breeze Airways,Eastern Airlines,Allegiant Air,Hawaiian Airlines,Sun Country Airlines",,,1,4,,6,,,,3,5,,,2,,,,,,,,,,,,1,,,1,5,,,3,,4,2,6,,,,7,,No,No,No,No,No,,Yes,18-24 years old,Male,,Yes,Multiracial,Hinduism,,I do not suffer from any chronic illness.,
2/3/2023 12:46,2/3/2023 12:49,100,153,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,92,73,100,85,87,"Delta Air Lines,Alaska Airlines,American Airlines,United Airlines","Avelo Airlines,JetBlue","Southwest Airlines,Sun Country Airlines,Spirit Airlines,Hawaiian Airlines,Frontier Airlines,Eastern Airlines,Allegiant Air,Breeze Airways",2,,3,,,1,,,,,,,,4,,,,1,,,,,,2,,,,,,7,,,8,,6,5,4,,1,3,2,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 12:48,2/3/2023 12:52,100,203,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,77,82,85,89,74,"JetBlue,American Airlines,Avelo Airlines","Spirit Airlines,Frontier Airlines","Alaska Airlines,Allegiant Air,Hawaiian Airlines,Sun Country Airlines,Breeze Airways,Eastern Airlines,United Airlines,Delta Air Lines,Southwest Airlines",,,2,3,,,,,,1,,,,,,,,,,,,2,,,,1,,,1,2,,,5,8,6,,3,,9,,4,7,No,No,No,No,No,,No,18-24 years old,Male,,Yes,Asian,Prefer Not to Disclose,,I do not suffer from any chronic illness.,
2/3/2023 12:54,2/3/2023 12:55,100,111,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,Your Name,50,49,50,51,52,"Delta Air Lines,Southwest Airlines,United Airlines",,"Breeze Airways,Eastern Airlines,Sun Country Airlines,JetBlue,American Airlines,Hawaiian Airlines,Spirit Airlines,Avelo Airlines,Frontier Airlines,Alaska Airlines,Allegiant Air",,,,,,1,,,,,2,,,3,,,,,,,,,,,,,,,10,11,5,8,1,,2,9,6,4,,7,3,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Christianity,,,
2/3/2023 13:01,2/3/2023 13:04,100,135,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.,Yes, on the basis of ancestry.","No, I have not filed a complaint.",No,Christian Veil,71,34,3,57,60,"Spirit Airlines,Alaska Airlines,American Airlines",JetBlue,,2,,3,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,,Yes,18-24 years old,Male,,I prefer not to answer this question.,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 13:17,2/3/2023 13:20,100,170,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,70,35,50,"Avelo Airlines,Delta Air Lines,Alaska Airlines",United Airlines,"Allegiant Air,American Airlines,Frontier Airlines,Eastern Airlines,Hawaiian Airlines,JetBlue,Sun Country Airlines,Spirit Airlines,Breeze Airways,Southwest Airlines",3,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,9,,4,3,5,6,10,8,7,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,Multiracial,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 13:26,2/3/2023 13:29,100,172,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,60,60,70,50,50,"Delta Air Lines,United Airlines,American Airlines,JetBlue","Frontier Airlines,Southwest Airlines,Spirit Airlines","Sun Country Airlines,Alaska Airlines,Avelo Airlines,Breeze Airways,Allegiant Air,Hawaiian Airlines,Eastern Airlines",,,3,,,1,,,,4,,,,2,,,,,,,,1,,,2,3,,,2,5,,3,4,,7,,6,,,,1,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,Asian,,,I do not suffer from any chronic illness.,
2/3/2023 13:39,2/3/2023 13:45,100,318,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,55,52,52,53,49,"Delta Air Lines,Southwest Airlines,JetBlue,Hawaiian Airlines",,"Alaska Airlines,American Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Eastern Airlines,Frontier Airlines,Spirit Airlines,United Airlines,Sun Country Airlines",,,,,,1,,,4,3,2,,,,,,,,,,,,,,,,,,1,3,2,4,5,,6,7,,,,8,10,9,No,No,No,No,No,,Yes,18-24 years old,Female,,Yes,Asian,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 13:46,2/3/2023 13:50,100,201,TRUE,,41.5865,-72.615,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,51,50,34,50,50,"JetBlue,American Airlines,Hawaiian Airlines","Frontier Airlines,United Airlines,Delta Air Lines,Southwest Airlines,Spirit Airlines","Sun Country Airlines,Eastern Airlines,Allegiant Air,Alaska Airlines,Avelo Airlines,Breeze Airways",,,2,,,,,,3,1,,,,,,,,,,3,,1,,,4,5,,2,4,3,,5,6,,2,,,,,,1,,No,No,No,Yes,No,,No,45-54 years old,Female,,Yes,White,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 13:47,2/3/2023 13:51,100,234,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,Your Name,50,50,40,40,54,"United Airlines,Avelo Airlines",JetBlue,"Alaska Airlines,Allegiant Air,American Airlines,Breeze Airways,Hawaiian Airlines,Delta Air Lines,Southwest Airlines,Eastern Airlines,Sun Country Airlines,Spirit Airlines,Frontier Airlines",,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,1,2,3,,4,6,8,11,5,,7,10,9,,No,No,No,No,No,,Yes,18-24 years old,Female,,Yes,Asian,Sikhism,,I do not suffer from any chronic illness.,
2/3/2023 13:59,2/3/2023 14:04,100,293,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,53,54,45,51,50,"Delta Air Lines,United Airlines,JetBlue,Alaska Airlines,Spirit Airlines,Southwest Airlines","American Airlines,Avelo Airlines,Breeze Airways,Allegiant Air","Eastern Airlines,Frontier Airlines,Sun Country Airlines,Hawaiian Airlines",4,,,,,1,,,,3,6,5,,2,,4,1,2,3,,,,,,,,,,,,,,,,1,2,4,,,,3,,No,No,No,No,No,,Yes,25-34 years old,Male,,No,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 14:05,2/3/2023 14:09,100,206,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,60,60,28,60,60,"Hawaiian Airlines,American Airlines,Southwest Airlines","Delta Air Lines,United Airlines","Allegiant Air,Avelo Airlines,Alaska Airlines,JetBlue,Breeze Airways,Eastern Airlines,Frontier Airlines,Sun Country Airlines,Spirit Airlines",,,2,,,,,,1,,3,,,,,,,,,1,,,,,,,,2,3,1,,2,5,,6,7,,4,,9,8,,No,No,No,No,No,,No,25-34 years old,Female,,Yes,White,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 14:06,2/3/2023 14:11,100,344,TRUE,,18.25,-66.5,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,60,60,60,70,60,Delta Air Lines,,"Allegiant Air,JetBlue",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,No,No,No,No,No,,Yes,18-24 years old,Female,,No,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 14:36,2/3/2023 14:40,100,227,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of race.,Yes, on the basis of ancestry.","No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,100,100,80,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,Hispanic or Latino,,,I do not suffer from any chronic illness.,"Class trip, me and a mixed classmate were the only ones pulled aside for a random check, everyone else who wasn’t were either white or East Asian. "
2/3/2023 14:51,2/3/2023 14:54,100,190,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of national origin.","No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,60,61,100,62,40,JetBlue,"United Airlines,Spirit Airlines","American Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Sun Country Airlines,Delta Air Lines,Eastern Airlines,Frontier Airlines,Southwest Airlines,Hawaiian Airlines,Alaska Airlines",,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,11,2,1,3,4,6,7,8,10,,9,,5,,No,No,No,No,No,,Yes,18-24 years old,Female,,Yes,Hispanic or Latino,,,I do not suffer from any chronic illness.,
2/3/2023 14:52,2/3/2023 14:55,100,191,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,,,I do not visibly represent any religious symbols.,50,50,30,50,50,"Delta Air Lines,American Airlines,United Airlines,JetBlue","Spirit Airlines,Southwest Airlines,Frontier Airlines","Eastern Airlines,Avelo Airlines,Hawaiian Airlines,Sun Country Airlines,Breeze Airways,Allegiant Air,Alaska Airlines",,,2,,,1,,,,4,,,,3,,,,,,,,3,,,2,1,,,7,6,,2,5,,1,,3,,,,4,,No,No,No,No,I prefer not to answer this question.,,No,18-24 years old,Male,,Yes,White,Atheism/Agnosticism,,,
2/3/2023 15:05,2/3/2023 15:08,100,178,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,Monthly,No,"No, I have not filed a complaint.",No,Your Name,70,80,80,70,50,"American Airlines,JetBlue,Alaska Airlines,Delta Air Lines","Avelo Airlines,Spirit Airlines,United Airlines,Frontier Airlines,Southwest Airlines","Breeze Airways,Allegiant Air,Eastern Airlines,Sun Country Airlines,Hawaiian Airlines",3,,1,,,4,,,,2,,,,,,,,1,,,,4,,,5,2,,3,,2,,,1,,3,,5,,,,4,,No,No,No,No,No,,No,18-24 years old,Male,,Yes,White,Judaism,,I do not suffer from any chronic illness.,
